,date,price
0,2018-01-01,0.40205179002247243
1,2018-01-02,0.4307951723159598
2,2018-01-03,0.43692377361277834
3,2018-01-04,0.46302858193580937
4,2018-01-05,0.4377419939874509
5,2018-01-06,0.40290322090362535
6,2018-01-07,0.4293084336795662
7,2018-01-08,0.42905134437269576
8,2018-01-09,0.45802538300262086
9,2018-01-10,0.4568439812424552
10,2018-01-11,0.46426133135277314
11,2018-01-12,0.42095795196915375
12,2018-01-13,0.4283581265600176
13,2018-01-14,0.4438031876501465
14,2018-01-15,0.46386337978025965
15,2018-01-16,0.48636028494241995
16,2018-01-17,0.45294990893640397
17,2018-01-18,0.45098422502314256
18,2018-01-19,0.4086471886614066
19,2018-01-20,0.45016590700566117
20,2018-01-21,0.48098920916420695
21,2018-01-22,0.4355614950816124
22,2018-01-23,0.49025427621913154
23,2018-01-24,0.4296992562541455
24,2018-01-25,0.39529897929968294
25,2018-01-26,0.4553403446399348
26,2018-01-27,0.430974775682825
27,2018-01-28,0.41523265710454305
28,2018-01-29,0.47778027439706905
29,2018-01-30,0.41519517783567556
30,2018-01-31,0.4288261850907532
31,2018-02-01,0.48064929365690734
32,2018-02-02,0.4600240781882839
33,2018-02-03,0.4333752769603628
34,2018-02-04,0.4073610416949344
35,2018-02-05,0.47170927207247587
36,2018-02-06,0.4629468683778502
37,2018-02-07,0.4105927879772031
38,2018-02-08,0.4437200113049515
39,2018-02-09,0.4491532403799743
40,2018-02-10,0.43019178516715484
41,2018-02-11,0.47973678874633896
42,2018-02-12,0.4495581905728493
43,2018-02-13,0.44102385474780564
44,2018-02-14,0.4229285082082265
45,2018-02-15,0.45315437211778936
46,2018-02-16,0.420683764194778
47,2018-02-17,0.47370233520348004
48,2018-02-18,0.4444966802807606
49,2018-02-19,0.47729199562720637
50,2018-02-20,0.4126285145878491
51,2018-02-21,0.4378426933764002
52,2018-02-22,0.43388580787554365
53,2018-02-23,0.41772283433707025
54,2018-02-24,0.4122941563394931
55,2018-02-25,0.38856455200361334
56,2018-02-26,0.42794469557228826
57,2018-02-27,0.41302344864016405
58,2018-02-28,0.4383148656546746
59,2018-03-01,0.4183352121436174
60,2018-03-02,0.43322178905807307
61,2018-03-03,0.4127180684455692
62,2018-03-04,0.41873700984446965
63,2018-03-05,0.3821150798196371
64,2018-03-06,0.4033657954386646
65,2018-03-07,0.387161683684538
66,2018-03-08,0.42245905195924754
67,2018-03-09,0.3838814874544916
68,2018-03-10,0.42427515753637884
69,2018-03-11,0.419278083314177
70,2018-03-12,0.4184527568216824
71,2018-03-13,0.42645880827673205
72,2018-03-14,0.3997725546170843
73,2018-03-15,0.46341732504129896
74,2018-03-16,0.449700474920645
75,2018-03-17,0.44781223169870604
76,2018-03-18,0.46386527363319036
77,2018-03-19,0.4172286358411146
78,2018-03-20,0.44259069391923506
79,2018-03-21,0.4370680693320348
80,2018-03-22,0.4593783806873791
81,2018-03-23,0.4484429910617811
82,2018-03-24,0.4621685771895377
83,2018-03-25,0.4446818951541886
84,2018-03-26,0.44142077354183334
85,2018-03-27,0.439794928284996
86,2018-03-28,0.44143066565981026
87,2018-03-29,0.4565603626314598
88,2018-03-30,0.4341277817374787
89,2018-03-31,0.4679278215904761
90,2018-04-01,0.4407404698525261
91,2018-04-02,0.45478857952325435
92,2018-04-03,0.487969392613913
93,2018-04-04,0.454918635127862
94,2018-04-05,0.44261173504979956
95,2018-04-06,0.4353575936756301
96,2018-04-07,0.39488482447954865
97,2018-04-08,0.47594913963452384
98,2018-04-09,0.4174190119709933
99,2018-04-10,0.4236131813933911
100,2018-04-11,0.4386397035015514
101,2018-04-12,0.445138116201039
102,2018-04-13,0.47549718174874667
103,2018-04-14,0.44719207241349945
104,2018-04-15,0.4843786932442735
105,2018-04-16,0.48279820014034347
106,2018-04-17,0.5070793799743151
107,2018-04-18,0.5099054418309049
108,2018-04-19,0.48777131982161404
109,2018-04-20,0.5015557320457428
110,2018-04-21,0.4834854313674818
111,2018-04-22,0.474680084878218
112,2018-04-23,0.4809255886626126
113,2018-04-24,0.4776286628391017
114,2018-04-25,0.4700744916589557
115,2018-04-26,0.442328751039342
116,2018-04-27,0.48026960103519045
117,2018-04-28,0.45991502932483813
118,2018-04-29,0.5196063031495786
119,2018-04-30,0.4770172068564125
120,2018-05-01,0.486192470696875
121,2018-05-02,0.49238211684538535
122,2018-05-03,0.45827681249978025
123,2018-05-04,0.5318186788724406
124,2018-05-05,0.4977837489062922
125,2018-05-06,0.5067996950492666
126,2018-05-07,0.47882492146497224
127,2018-05-08,0.44962003455494975
128,2018-05-09,0.4962995903090038
129,2018-05-10,0.49212505709938253
130,2018-05-11,0.48480643214356905
131,2018-05-12,0.47281016233222817
132,2018-05-13,0.48353515801484565
133,2018-05-14,0.4802951397920711
134,2018-05-15,0.51191521017397
135,2018-05-16,0.5001827884978869
136,2018-05-17,0.531366718842405
137,2018-05-18,0.5058339668789914
138,2018-05-19,0.49204679873851387
139,2018-05-20,0.5111471261326058
140,2018-05-21,0.4740086780102148
141,2018-05-22,0.49384275857595067
142,2018-05-23,0.49865525250241904
143,2018-05-24,0.4673197863543997
144,2018-05-25,0.4871056428712061
145,2018-05-26,0.4426340675103865
146,2018-05-27,0.475472186673872
147,2018-05-28,0.47216635961437375
148,2018-05-29,0.4480626207578896
149,2018-05-30,0.4377066217096322
150,2018-05-31,0.4223920761201966
151,2018-06-01,0.4194513239543886
152,2018-06-02,0.4410032235397222
153,2018-06-03,0.43608740090749704
154,2018-06-04,0.4238934488957673
155,2018-06-05,0.4239926845981923
156,2018-06-06,0.38150625616696
157,2018-06-07,0.40890078844725014
158,2018-06-08,0.4164401673814423
159,2018-06-09,0.43652883026807837
160,2018-06-10,0.38445142329997806
161,2018-06-11,0.40669524180733935
162,2018-06-12,0.3733162440869643
163,2018-06-13,0.39766161735377453
164,2018-06-14,0.44459530142725046
165,2018-06-15,0.37119851802816733
166,2018-06-16,0.3400154237605849
167,2018-06-17,0.3878284082339595
168,2018-06-18,0.3770107147546465
169,2018-06-19,0.3847105220279884
170,2018-06-20,0.40790632895021084
171,2018-06-21,0.3947753008086641
172,2018-06-22,0.3606797630144786
173,2018-06-23,0.3616663564539362
174,2018-06-24,0.3916966718965329
175,2018-06-25,0.39205898041654713
176,2018-06-26,0.3781784249513533
177,2018-06-27,0.3878269908786421
178,2018-06-28,0.3757215602095023
179,2018-06-29,0.3775248015122342
180,2018-06-30,0.350613791632895
181,2018-07-01,0.3720532091302783
182,2018-07-02,0.3983873371625133
183,2018-07-03,0.3481046230780101
184,2018-07-04,0.3466853235746603
185,2018-07-05,0.4092639927329851
186,2018-07-06,0.4073603633151287
187,2018-07-07,0.3700745000161746
188,2018-07-08,0.3916375296104579
189,2018-07-09,0.3620847826518383
190,2018-07-10,0.42265690611383516
191,2018-07-11,0.3904458912247162
192,2018-07-12,0.38018278566431624
193,2018-07-13,0.41243087205854356
194,2018-07-14,0.44410596662130136
195,2018-07-15,0.38083832390992145
196,2018-07-16,0.39039261322624524
197,2018-07-17,0.42147636186561904
198,2018-07-18,0.39544453392955653
199,2018-07-19,0.42911743119392626
200,2018-07-20,0.430237494810196
201,2018-07-21,0.40977505083734445
202,2018-07-22,0.3913408032005432
203,2018-07-23,0.4036825649302304
204,2018-07-24,0.41506150102278017
205,2018-07-25,0.35595128974420176
206,2018-07-26,0.41079839765193993
207,2018-07-27,0.3735180627237569
208,2018-07-28,0.41979617315277773
